Tweet,Over-all_Complaint Label,Cause,Sentiment,Emotion,,,,,,,,,Complaint_Cause,Sentiment,Emotion
Paying my own MBA fees from the money I saved during my first job and profit from the stock market.,0,no cause,positive,happy,,,,,,,,,,,
How are people losing 17 lakhs in Stock Market and still getting capital to trade/invest from?,0,no cause,negative,surprise,,,,,,,,,,,
RT @mit_obe: The Japanese stock market rally has come on the back of a sharply weaker yen. It's still a rally and not a fake. But a rally .,0,The Japanese stock market rally has come on the back of a sharply weaker yen. It's still a rally and not a fake. But a rally .,neutral,other,,,,,,,,,,,
RT @Barchart: Stock Market Investors are the most bullish they've been since 2021 .,0,Stock Market Investors are the most bullish they've been since 2021 .,negative,concluding,,,,,,,,,,,
"RT @TuttleCapital: Bad news, stock market faithful: Traders who had spent the first half of the year furiously buying to cover their shorts.",0,"Bad news, stock market faithful: Traders who had spent the first half of the year furiously buying to cover their shorts.",negative,other,,,,,,,,,,,
Surging real yields spark worries over buoyant stock market - Financial Times https://t.co/pugYZ1v3QO,0,no cause,neutral,,,,,,,,,,,,
Stock market forecast for the next six months - USA TODAY https://t.co/A9WjSv1COk,0,no cause,neutral,informative,,,,,,,,,,,
Stock Market Short Sellers That Helped Fuel This Year's Rally Are Finally Giving Up - Bloomberg https://t.co/K66nvR9uH9,0,no cause,neutral,happy,,,,,,,,,,,
Left behind by 2023 stock-market rally? Use this kind of ETF to play catchup - MarketWatch https://t.co/nz7NdPO0ZZ,0,no cause,neutral,questioning,,,,,,,,,,,
Stock Market Outlook Next 6 Months: Why a Recession Is Still Coming - Business Insider https://t.co/v8GjnQ8Obc,1, Why a Recession Is Still Coming ,negative,sad,,,,,,,,,,,
5 things to know before the stock market opens Friday - CNBC https://t.co/Je54bc9xPG,0,no cause,neutral,informative,,,,,,,,,,,
5 things to know before the stock market opens Wednesday - CNBC https://t.co/i0MszSDVoD,0,no cause,neutral,informative,,,,,,,,,,,
How we're thinking about all 11 stock market sectors heading into ... - CNBC https://t.co/5Yl9UhITUA,0,no cause,neutral,curiosity,,,,,,,,,,,
5 things to know before the stock market opens Thursday - CNBC https://t.co/yvEmcA60TY,0,no cause,neutral,informative,,,,,,,,,,,
Jim Cramer's top 10 things to watch in the stock market Thursday ... - CNBC https://t.co/jBDIc2Lfgk,0,no cause,neutral,informative,,,,,,,,,,,
UK set to ease stock market listing rules - Reuters https://t.co/7Ssu9LMRob,0,no cause,neutral,informative,,,,,,,,,,,
Top 10 things to watch in the stock market Friday including a jobs ... - CNBC https://t.co/KuxJnhaal1,0,no cause,neutral,informative,,,,,,,,,,,
Stock Market Short Sellers That Helped Fuel This Year's Rally Are Finally Giving Up .,0,no cause,neutral,informative,,,,,,,,,,,
RT @BusinessInsider: Wall Street fearmongers keep warning that a recession and stock market crash are around the corner.,0,no cause,negative,other,,,,,,,,,,,
"RT @CryptoThro: If I sent you $2500 dollars today 

Which #cryptocurrency would you buy? ",0,no cause,neutral,other,,,,,,,,,,,
"RT @Michael63140627: In a tweet on July 8, Youssef claimed that Paxful had removed the proof of reserves that showed how much cryptocurrencies.",0,no cause,neutral,informative,,,,,,,,,,,
"RT @ReplyGPT: @Olanrew04754564 @MiniPepebsc @MiniPepebsc Ah, yes, because nothing screams financial stability like a cryptocurrency .",0,no cause,neutral,other,,,,,,,,,,,
If you're experiencing problems withdrawing your cryptocurrency or if your account is frozen on any of these frauduâ€¦ https://t.co/RqfMu7eyTm,0,no cause,neutral,informative,,,,,,,,,,,
"The team is former D. E. Shaw, Microsoft, CoinDCX / Okto and Franklin Templeton veterans and collaborates closely.",0,no cause,neutral,informative,,,,,,,,,,,
"Former CEO of Paxful says ""Stop trading on this cryptocurrency  exchange immediately!""",0,no cause,neutral,informative,,,,,,,,,,,
"
If the code of a cryptocurrency is secure and the community trust is high.",0,no cause,neutral,informative,,,,,,,,,,,
"  @Frankie_Candles @CryptoLifer33 Bitcoin breaks $40,000!",0,no cause,positive,excitement,,,,,,,,,,,
"Happy birthday to bombay stock exchange. 
BSE was established on 9 july 1875.
#HBD to #BSE 
#cryptocurrency",0,no cause,positive,happy,,,,,,,,,,,
"RT @ChirpDeWi: While others promise, #ChirpDeWi delivers! We're thrilled to announce the shipment of our first batch of #miners to 33 count.",0,no cause,positive,happy,,,,,,,,,,,
"RT @SatoshiBTCs___: The iteration of #cryptocurrency
Bitcoin, Ethereum, Core are freedom. 

#Bitcoin 
#Ethereum 
#CORE 

Do not miss Câ€¦",0,no cause,positive,encouragement,,,,,,,,,,,
Vorsi sounds intriguing! With global free mining and airdrop funds accounting for 45% of Token .,0,no cause,positive,curious,,,,,,,,,,,
"#Bitcoin and #Ethereum are two of the most popular cryptocurrencies in the world. They are both secure, transparent.",0,no cause,positive,other,,,,,,,,,,,
"RT @BhambiePleyah: @AshleyDCan @pizzaguru01 Just tweeted: ""Crypto market movements have been interesting to watch lately! ",0,no cause,positive,other,,,,,,,,,,,
RT @cryptojack: Passive income starts by purchasing _____ #cryptocurrency,0,no cause,positive,happy,,,,,,,,,,,
"BREAKING:

Former CEO of Paxful says ""Stop trading on this cryptocurrency  exchange immediately!""",1,"""Stop trading on this cryptocurrency  exchange immediately!""",negative,informational,,,,,,,,,,,
"RT @Joetorch1: @WatcherGuru ""The transaction that first gave Bitcoin monetary value was in October 2009, when Finnish computer science study.",0,no cause,neutral,informational,,,,,,,,,,,
RT @amsolex: @steadydey I still never forget how Elon Musk use one tweet to crash cryptocurrency that year .,1,Elon Musk use one tweet to crash cryptocurrency that year ,negative,sad,,,,,,,,,,,
"I just published 12 Powerful Crypto Scanners For Traders 
#Crypto #cryptocurrency 
https://t.co/Fmv7CtLMfA",0,no cause,positive,happy,,,,,,,,,,,
"RT @DucThu82: Nicolas is Satoshi, believe it or not!
Here's what Satoshi said in 2010: ""10 years from now I'll make a better and faster cry.",0,"Nicolas is Satoshi, believe it or not",positive,confidence,,,,,,,,,,,
"In the beginning, there was chaos, then came the birth of #cryptocurrency. Just like in metaphysics, a new universe.",0,no cause,negative,other,,,,,,,,,,,
"  Unlock the potential of Web3 with @WOIDAI and @AIWOID, the visionaries behind WOID, the most advanced .",0,no cause,positive,informational,,,,,,,,,,,
"RT @Toobit_official: GM!Which #crypto are you #trading this #weekend? � Let us know in the comments below.

#cryptocurrency #cryptotwit",0,no cause,neutral,other,,,,,,,,,,,
"  Join the revolution of Web3 with @WOIDAI and @AIWOID at the helm of WOID, the cutting-edge cryptocurrencyhttps://t.co/8QglFWHPAU",0,no cause,positive,excitement,,,,,,,,,,,
"$TTWO Awaiting Buy Signal based off 5 signals $3,030 net profit 3.63 profit factor 80% win rate on a 15-min chart.",0,no cause,neutral,informational,,,,,,,,,,,
"RT @PopBase: BLACKPINK accounts for more than 85% of YG Entertainment's operating profit, Hyundai Motor Securities reports. ",0,no cause,neutral,informational,,,,,,,,,,,
RT @BeanBeanNew: The people tryna profit off P'Freen's intellectual property deserve jail time...y'all weren't there when girl was building.,0,no cause,negative,other,,,,,,,,,,,
Conflict between profit-driven Pharma and NHS persists due to unequal power. #PeoplesRepublic,0,no cause,negative,sad,,,,,,,,,,,
"What is Business?
Business is any activity that you engage in or are busy doing that yields profit or dividends.

Gâ€¦ https://t.co/54p6FMNam6",0,no cause,neutral,informative,,,,,,,,,,,
RT @pirate71305695: @JEChalmers No. Actually they won't. Corporate owners have already raised thier prices because of the extra subsidy.,0,no cause,negative,other,,,,,,,,,,,
"""Owner of a club which is not in profit""

This is football there is no team in the world tht runs in profit .",0,no cause,neutral,informative,,,,,,,,,,,
RT @aisponsor: Soon we will share the free #airdrop with the whole community related to our token. Retweet and follow will be compulsion .,0,no cause,neutral,informative,,,,,,,,,,,
"@BeijingDai they are not polite in itâ€™s true sense in the slightest, just some cunning and calculated people who want nth but profit",0,no cause,negative,other,,,,,,,,,,,
RT @taxtmi: Income Tax - TDS on reimbursement of expenses - The assessee has raised debit note on which there is no profit element .,0,no cause,neutral,informative,,,,,,,,,,,
"RT @renoomokri: To get a job, you look for a vacancy and fill it and get paid a salary. ",0,no cause,neutral,informative,,,,,,,,,,,
The British monarchy has failed. Failed to protect the people from the politicians. Instead?,0,no cause,negative,other,,,,,,,,,,,
#Gurgaon fools post videos of traffic and water logging at the same time smart investors are buying pre launch .,0,#Gurgaon fools post videos of traffic and water logging at the same time smart investors are buying pre launch .,negative,other,,,,,,,,,,,
RT @simunch1: @SallyMi83941850 It has been a steady campaign over decades by right wing super wealthy powers working to brainwash the UK .,0,no cause,negative,other,,,,,,,,,,,
"$CAG Awaiting Buy Signal based off 10 signals $2,010 net profit 4.58 profit factor 80% win rate on a 15-min chart.",0,no cause,neutral,other,,,,,,,,,,,
@2s112709 @Jax48822277 @stone3Clare @KenwaySmith @CorbynistaTeen If a company can only make loss .,0,no cause,neutral,other,,,,,,,,,,,
@burrosavic @c16h34 @luisbaram Energy is not fungible. We do not pay the same price for energy .,0,no cause,neutral,other,,,,,,,,,,,
RT @BladeoftheS: The 500 richest people made nearly double the profit that the UK a nation of 67 million produces from tax.,0,no cause,negative,other,,,,,,,,,,,
RT @deephhcrypto: MFers after making $5 profit on a trade.,0,no cause,positive,other,,,,,,,,,,,
@KlubX_ When can we genatare profit from xballs,0,no cause,neutral,other,,,,,,,,,,,
@dfwbrent @MakisMD @1stacyphillips Safe for manufacturers and effective at turning a profit. Double speak. Context matters.,0,no cause,neutral,other,,,,,,,,,,,
"RT @CClaimsWatch: The #Amazon rainforest's worth is questioned, with lifeless logs priced higher than vertical trees.",0,The #Amazon rainforest's worth is questioned,neutral,informative,,,,,,,,,,,
"$NIO Awaiting Buy Signal based off 11 signals $9,900 net profit 4.3 profit factor 81% win rate on a 15-min chart. ",0,no cause,neutral,informative,,,,,,,,,,,
"RT @MuLuTESFY: Criticism has been directed at the church for not condemning the war, which resulted in the loss of hundreds of thousands ",0,no cause,negative,critical,,,,,,,,,,,
"RT @vanessa_vash: We need to see a massive increase in the money going to Africa, and the global south, for mitigation, for adaptation ?",0,no cause,neutral,concern,,,,,,,,,,,
RT @kcvenugopalmp: Attended the hunger strikes held by Kozhikode MP @mkraghavaninc and Muvattupuzha MLA Mathew @Kuzhalnadan .,0,no cause,neutral,informative,,,,,,,,,,,
Remember every time you take an L it's not a loss it's just another lesson learned.,0,no cause,positive,informative,,,,,,,,,,,
"Intermittent fasting can bring numerous benefits for women over 50, including improving blood sugar regulation.",0,no cause,positive,informative,,,,,,,,,,,
@Kimberleyerrin2 I am so sorry for the loss of your beautiful baby boy. And so angry that he was taken from you.,1,And so angry that he was taken from you.,negative,anger,,,,,,,,,,,
Protesting to stop climate change will help everyone. That's I have chosen to help people with sight loss - by help.,1,Protesting to stop climate change will help everyone. That's I have chosen to help people with sight loss - by help.,positive,other,,,,,,,,,,,
@MrOdanz just let this lady be. you are bigger than that. She is still in pains for the loss of her candidate. ignore!,0,,,,,,,,,,,,,,
RT @For_Dumbo: Habitat loss in India will have a cascading effect on ecosystems around the world. Every nation and individual are interdependent.,0,no cause,negative,concern,,,,,,,,,,,
"RT @UESP_net: ""When oath-bonds are weak, there is pain, and shame, and loss, and Darkness, and great fear.""",0,no cause,negative,sad,,,,,,,,,,,
"RT @37VManhas: Tragic news coming..
We have lost Area Domination Patrol.",0,no cause,negative,sad,,,,,,,,,,,
"RT @iamklausenburg: The societal stigma?
The depletion in self-esteem?
The loss of chances due to status quo?
The low devaluation in SMV",1,"The societal stigma?
The depletion in self-esteem?
The loss of chances due to status quo?
The low devaluation in SMV",negative,sad,,,,,,,,,,,
"RT @EarnAdHoc: No it will not be. The #CFTC is investigating him, and likely to sue him as soon as this month. Hopefully (for all of our safety)",0,"The #CFTC is investigating him, and likely to sue him as soon as this month. Hopefully (for all of our safety)",positive,anticipation,,,,,,,,,,,
RT @UAWeapons: #Ukraine: Ukrainian T-72EA and PT-91 Twardy tanks along with a M113 APC were destroyed by the Russian army in #Zaporizhzhia,1,Ukrainian T-72EA and PT-91 Twardy tanks along with a M113 APC were destroyed by the Russian army in #Zaporizhzhia,negative,sad,,,,,,,,,,,
"RT @MuLuTESFY: Criticism has been directed at the church for not condemning the war, which resulted in the loss of hundreds of thousands .",1,"Criticism has been directed at the church for not condemning the war, which resulted in the loss of hundreds of thousands ",negative,sad,,,,,,,,,,,
"RT @Kuki_Inpi: Waking up to despair yet again, the loss of the lives of two brothers at Kangvai, Lamka, who were shot dead .",1," Waking up to despair yet again, the loss of the lives of two brothers at Kangvai, Lamka, who were shot dead .",negative ,sad,,,,,,,,,,,
"RT @nishikantchi: @flipkartsupport I am not satisfied with the resolution proposed by Flipkart,with this I am going to suffer with the loss.",1,"I am not satisfied with the resolution proposed by Flipkart,with this I am going to suffer with the loss.",negative ,sad,,,,,,,,,,,
@BareReality Fails to take account of fact that two earner couple has higher expenses .,0,no cause,neutral,other,,,,,,,,,,,
"""Owner of a club which is not in profit""

This is football there is no team in the world tht runs in profit .",1,not in profit,neutral,other,,,,,,,,,,,
"  I'm so sorry for your loss mate , hope you feel better soon",0,"I'm so sorry for your loss mate , hope you feel better soon",negative,sad,,,,,,,,,,,
RT @biolakazeem: If Martial and Sancho start the season in United colours then he is not as ruthless as advertised. Ronaldo clearly wanted.,0,If Martial and Sancho start the season in United colours then he is not as ruthless as advertised,negative,other,,,,,,,,,,,
"The gun violence and the loss of civil rights just isn't ""shiney"" or ""work"" to me? How about you?",0,no cause,negative,other,,,,,,,,,,,
"7 years ago to the day my dad passed. My life's never been the same since then. Love you and miss you to bits, dad.",1,7 years ago to the day my dad passed,negative,sad,,,,,,,,,,,
"RT @umalambane_zn: @NhlawuloDavids Sorry Bafo, my advice is to move on, as a man you have plenty of options and there's a lot of women .",0,no cause,positive,encouragement,,,,,,,,,,,
"RT @Nedu_MD: Within a span of four months, I've experienced the heartbreaking loss of a cherished colleague and a beloved friend.",1,I've experienced the heartbreaking loss of a cherished colleague and a beloved friend.,negative,sad,,,,,,,,,,,
"RT @alextopol: According to Calhoun, the death phase consisted of two stages: the ""first death"" and ""second death."" ",0,no cause,neutral,informative,,,,,,,,,,,
"RT @ttindia: Reports of shops being swept away in Manali, vehicles being washed away in flash floods at Nullah in Kullu, Kinnaur .",1,"shops being swept away in Manali, vehicles being washed away in flash floods at Nullah in Kullu, Kinnaur",negative,sad,,,,,,,,,,,
Always say the right thing although it may lead to your loss.,0,no cause,negative,advice,,,,,,,,,,,
What does the evidence suggest? Are we any better than 2021? I think we forget other clubs .,0,no cause,negative,sad,,,,,,,,,,,
RT @FlorianEgg59377: Science American rock outside box loss.,0,no cause,neutral,informative,,,,,,,,,,,
@Dominos_UK At one point during my raiding in FF14 my DPS takes a loss Because I'm answering the door for dominoes.,0,no cause,negative,sad,,,,,,,,,,,
RT @_klrahul__: Kichcha Sudeep sir issues legal notice to producers MN Kumar and MN Suresh through his advocate seeking unconditional apologies.,0,no cause,negative,other,,,,,,,,,,,
Your body eventually adjusts to your calorie deficit = no more weight loss.,0,no cause,positive,happy,,,,,,,,,,,
"RT @InvestRepeat: Kuvera - one of the largest Mutual Fund platforms released last week's data.

People kept dumping actively managed mutualâ€¦",0,no cause,negative,sad,,,,,,,,,,,
"Tax change for mutual funds 

https://t.co/Fzjr74YXon https://t.co/Fzjr74YXon",0,no cause,neutral,other,,,,,,,,,,,
"RT @barodabnppmf: Emergencies mein stress-free hone ka sapna hai?

Sapno ke liye honi chahiye, #ASAP SIP with mutual funds!

#BarodaBNPPariâ€¦",0,no cause,positive,encouraging,,,,,,,,,,,
"RT @ForbesIndia: .@monikahalan talks to @divyajshekhar about the psyche of the Indian investor, the role of financial influencers.",0,no cause,neutral,informative,,,,,,,,,,,
Akshat you keep saying buy Nasdaq buy Nifty 50 buy index fund etc while speaking is stocks.,0,no cause,neutral,informative,,,,,,,,,,,
"  @SimonPease1 @AllanGPaterson @Michael57229696 @shoshanade Portugal is funded by social health insurance,.",0,no cause,neutral,informative,,,,,,,,,,,
RT @MiraeAsset_IN: Embrace the potential of SIPs for Wealth Accumulation,0,no cause,positive,encouraging,,,,,,,,,,,
RT @KotakMF: Want to know about the key features of mutual funds? Watch the video.,0,no cause,neutral,informative,,,,,,,,,,,
"RT @bqprime: Two of the largest mutual funds CIOs tell you how they invest in mega trends.

Stay tuned for #IndiaOpportunity with @NipponIn",0,no cause,positive,other,,,,,,,,,,,
"Thanks to @monikahalan ma'am, read her new book on mutual funds and came to know that the expense ratio charged .",0,no cause,positive,other,,,,,,,,,,,
RT @chaslea_joseph: @OldMutualSA  Old Mutual Service  disappointing! Superfund unclaimed benefits preservation pension fund documents submitted.,1,old mutual service disappointing,negative,sad,,,,,,,,,,,
"RT @ProkensSM: Know benefits of Systematic Withdrawal Plan in Mutual Funds.
.
.
#mutualfunds #finance #SEBI #stocks #investments",0,no cause,positive,informative,,,,,,,,,,,
"RT @manoj_216: Debt mutual funds are overlooked or looked down upon.

In this video, I share 5 strong reasons why debt mutual funds are amazing.",0,no cause,positive,other,,,,,,,,,,,
"  Sir, I am a subscriber of your small cap portfolio. Very good performance. ",0,no cause,positive,other,,,,,,,,,,,
"RT @InvestRepeat: Kuvera - one of the largest Mutual Fund platforms released last week's data.

People kept dumping actively managed mutual.",0,no cause,neutral,informative,,,,,,,,,,,
Am I the only one who's reluctant to download the app for all things? Especially for stocks and mutual funds service.,0,no cause,neutral,other,,,,,,,,,,,
"Two of the largest mutual funds CIOs tell you how they invest in mega trends.

Stay tuned for #IndiaOpportunity .",0,no cause,positive,informative,,,,,,,,,,,
I am highly disappointed with service. My mutual funds have vanished and I am following up for last 6 months.,1,I am highly disappointed with service.,negative,sad,,,,,,,,,,,
I am going to reduce the trading capital but the way tax changes has come for debt mutual funds I will keep them.,0,no cause,neutral,other,,,,,,,,,,,
What is the value of a beautiful runway and after landing you want to go on investment and business opportunities.,0,no cause,neutral,other,,,,,,,,,,,
"  @WSOP The worst part about that is I tell myself that everytime I loose a big tournament, at least I gave it a try.",0,"I tell myself that everytime I loose a big tournament, at least I gave it a try.",positive,encouragement,,,,,,,,,,,
"RT @NipponIndiaMF: How knowledgeable an investor are you?

Can you answer our quiz question for the week?

Let's Learn, Enjoy.",0,no cause,neutral,questioning,,,,,,,,,,,
@www_bbg32 Look bit region computer sense fire investment check.,0,no cause,neutral,informative,,,,,,,,,,,
"  We had to stop spending to finance a new stadium, then we had an ownership battle .",0,no cause,neutral,,,,,,,,,,,,
RT @RoundlyX: Are you prepared for a financial apocalypse,0,no cause,neutral,questioning,,,,,,,,,,,
RT @RobertKennedyJr: @MaxBlumenthal In case you are wondering where your tax dollars are really going: We found $4.5 billion to pay off .,0,no cause,neutral,informative,,,,,,,,,,,
"RT @shah_azwar: Imran Khan's charisma and leadership skills have helped bring international recognition and investment to Pakistan.
",0,Imran Khan's charisma and leadership skills have helped bring international recognition and investment to Pakistan.,positive,appreciative,,,,,,,,,,,
"RT @Vicmwenya: As an adult;

Show me a better investment than Good Friends. 
Those people make life worth Living. ðŸ™",0," 
Those people make life worth Living. ",positive ,happy,,,,,,,,,,,
RT @Swordfish978: No real investment in Gunn or Snyder but I think casting yourself as a weird freak is one of the purest joys of filmmaking,0,no cause,positive,happy,,,,,,,,,,,
RT @rappmitch178: @Feargal_Sharkey Current owners can invest (really just putting back the dividends they have taken).,0,Current owners can invest (really just putting back the dividends they have taken).,positive,informative,,,,,,,,,,,
"  So after googling, apparently it's just a small event at a larger convention. Admission was pretty much.",0,"  So after googling, apparently it's just a small event at a larger convention. Admission was pretty much.",neutral,informative,,,,,,,,,,,
"  Investors invest to earn more, she's a good businesswoman. She invested in you to earn more.",0,"  Investors invest to earn more, she's a good businesswoman. She invested in you to earn more.",positive,happy,,,,,,,,,,,
This first publicly accessible investment round is a unique opportunity for users to get in on the ground floor .,0,This first publicly accessible investment round is a unique opportunity for users to get in on the ground floor .,positive,happy,,,,,,,,,,,
RT @OlasNama: This is going to be a revolution in agricultural sector which will not only assure food security but also going to impact .,0,This is going to be a revolution in agricultural sector which will not only assure food security but also going to impact .,positive,happy,,,,,,,,,,,
RT @phineasfenne: #Congress buy stocks in stock market is rig against us!  We need your help we need #transparency!,1,Congress buy stocks in stock market is rig against us!  We need your help we need #transparency!,negative,sad,,,,,,,,,,,
"RT @Alex_Oloyede2: What do you think?

The US and it's Vassals in NATO might decide to kick off WWIII because it's losing it's proxy war.",0,The US and it's Vassals in NATO might decide to kick off WWIII because it's losing it's proxy war.,negative,other,,,,,,,,,,,
RT @RogerHallamCS21: 1. A few years ago I threw paint over the central hall of Kings College to force the university to stop fossil fuel .,0,no cause,positive,other,,,,,,,,,,,
RT @ElephantEating: This is a fun counterfactual: if Germany had focused on phasing out coal instead of nuclear .,0,This is a fun counterfactual: if Germany had focused on phasing out coal instead of nuclear .,neutral,other,,,,,,,,,,,
"  I did a lay buy on a TV 3 weeks ago, came last weekend to pick it up they lied to me ",1,"  I did a lay buy on a TV 3 weeks ago, came last weekend to pick it up they lied to me ",negative,frustrated,,,,,,,,,,,
"  Always showing out of stock 
Then why you launched this product....?",1,"  Always showing out of stock 
Then why you launched this product....?",negative,frustrated,,,,,,,,,,,
RT @timespolitics: Rishi Sunak became a multi-millionaire in his twenties when he was part of a hedge fund who made nearly 100m .,0,Rishi Sunak became a multi-millionaire in his twenties when he was part of a hedge fund who made nearly 100m .,neutral,informative,,,,,,,,,,,
"RT @VROStocks: Become a smart stock investor!

Celebrating 17 Years of Wealth Insight",0,17 Years of Wealth Insight,positive,encouraging,,,,,,,,,,,
RT @Cwenga_Sir: People be drinking gallons of it every day and go weak at their knees when their coffee retailer of choice is out of stock.,1,People be drinking gallons of it every day and go weak at their knees when their coffee retailer of choice is out of stock.,neutral,other,,,,,,,,,,,
RT @BugOlively: the amount of time i spent searching through stock photos to make this is insane .,0,no cause,neutral,frustrated,,,,,,,,,,,
RT @FROzenLiberal: @ladyofmaga Stock photo. You are a fraud. Delete your account.,1, You are a fraud. Delete your account.,negative,accusing,,,,,,,,,,,
"When the VIX is high, buy buy buy, when the $VIX is low, LOOK OUT BELOW. ",0,no cause,neutral,advice,,,,,,,,,,,
Why would anybody want to come to this shit hole that the Tories and brexit has created?,1,Why would anybody want to come to this shit hole that the Tories and brexit has created?,negative,frustrated,,,,,,,,,,,
The #NBL will be a laughing stock with mainstream Australia fans as long as @AndrewGaze10 is the laughing stock,0,a laughing stock with mainstream Australia fans as long as @AndrewGaze10 is the laughing stock,negative,criticism,,,,,,,,,,,
$DOW The chart is predicting a profitable future for the stock. We alerted the BUY signal at $52.44 .,0,no cause,positive,happy,,,,,,,,,,,
The stock investor is neither right nor wrong because others agreed or disagreed with him;,0,others agreed or disagreed with him,neutral,other,,,,,,,,,,,
